# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_outlaws
# Exported by: Reverend Jesse V92
setting:	replacespawns 1
ttt_random_weapon	72.385918 2197.906006 -222.686874	0.397 2.670 -99.100
ttt_random_weapon	1237.646851 2256.287842 -126.686615	0.439 2.678 -98.870
ttt_random_weapon	664.403625 1587.362061 -251.600739	-3.941 -1.739 86.390
ttt_random_weapon	1162.719849 1840.714355 -246.444565	-0.657 1.600 -101.170
ttt_random_weapon	1324.242920 1109.262329 -246.686844	0.401 2.671 -99.081
ttt_random_weapon	1480.316772 615.701904 -256.043335	-1.056 5.410 -96.661
ttt_random_weapon	793.137573 1052.051270 -254.686508	0.459 2.553 -98.765
ttt_random_weapon	288.510590 -93.060730 -246.686920	0.390 2.669 -99.140
ttt_random_weapon	954.911011 -433.672668 -238.686829	0.403 2.672 -99.071
ttt_random_weapon	1763.542236 -206.711121 -241.857468	-8.802 3.205 -98.917
item_box_buckshot_ttt	517.697754 -390.272247 -247.655823	0.617 0.003 -0.491
item_box_buckshot_ttt	495.484528 -384.162689 -247.618744	-0.192 0.001 0.240
item_box_buckshot_ttt	504.544647 -430.491028 -247.580994	-0.735 -0.006 0.653
item_box_buckshot_ttt	527.947571 -417.462341 -247.585327	-0.769 -0.005 0.683
item_box_buckshot_ttt	1128.404663 2248.627930 -255.544540	-0.452 -0.173 0.423
item_box_buckshot_ttt	1135.755981 2248.547607 -255.575623	-0.612 0.152 0.625
item_box_buckshot_ttt	1079.451416 2217.795654 -255.531937	0.317 -0.015 -0.187
item_box_buckshot_ttt	1117.344604 2219.272217 -255.615692	0.075 0.101 0.037
ttt_random_ammo	319.448792 -1349.683838 -255.400848	2.507 0.093 0.037
ttt_random_ammo	283.311157 -1353.357422 -254.528244	2.277 -0.119 1.062
ttt_random_ammo	255.876389 -1351.795410 -253.487274	3.211 -0.549 1.274
ttt_random_ammo	218.171295 -1352.041260 -252.158905	1.734 0.499 2.759
ttt_random_ammo	-84.044662 -1008.665588 -199.551102	-0.239 -0.001 0.243
ttt_random_ammo	-106.515228 -1013.801086 -199.617706	-0.042 -0.000 -0.033
ttt_random_ammo	-345.437836 -541.773682 -247.647995	-0.052 -0.000 -0.011
ttt_random_ammo	-337.656067 -531.697937 -247.591080	-0.927 -0.011 1.075
ttt_random_ammo	-227.822235 -535.970276 -247.652420	-0.049 -0.000 -0.017
ttt_random_ammo	-213.599411 -550.512146 -247.636536	0.070 -0.000 -0.017
ttt_random_ammo	-17.036379 -656.426086 -247.616196	-0.188 0.001 -0.170
ttt_random_ammo	-7.680136 -672.386780 -247.623917	0.133 -0.000 -0.100
ttt_random_ammo	422.084045 -784.805908 -255.571060	0.103 0.074 -0.074
ttt_random_ammo	426.102448 -801.698853 -255.660477	-0.003 -0.135 -0.159
ttt_random_ammo	437.068542 -784.195557 -255.630859	0.087 0.000 0.039
ttt_random_ammo	603.468872 -739.839661 -119.559883	1.148 0.029 1.387
ttt_random_ammo	588.481934 -736.583252 -119.646667	0.053 0.000 -0.008
ttt_random_ammo	390.167694 -521.773865 -119.644569	0.056 0.000 -0.004
ttt_random_ammo	406.223114 -524.256775 -119.640465	0.062 0.000 0.006
ttt_random_ammo	431.093475 -527.957458 -119.644569	0.056 0.000 -0.004
ttt_random_ammo	264.107971 -324.005188 -82.551888	0.024 -4.478 0.183
ttt_random_ammo	279.817810 -319.981750 -82.614380	0.240 0.134 -0.239
ttt_random_ammo	276.716431 -335.574188 -82.643761	-0.278 1.149 0.297
ttt_random_ammo	134.106247 -320.427704 -82.578415	-0.657 -0.134 0.854
ttt_random_ammo	147.659988 -321.925781 -82.618820	0.274 -0.402 -0.374
ttt_random_ammo	130.089828 -337.276642 -82.698875	-1.124 -0.042 -1.434
ttt_random_ammo	419.372498 -209.418732 -228.679520	-0.279 -0.173 0.317
ttt_random_ammo	432.995728 -208.632462 -228.731445	-1.161 0.045 -1.413
ttt_random_ammo	254.008118 -386.630951 -210.556656	-0.448 -7.327 -0.018
ttt_random_ammo	245.449951 -223.093399 -210.646210	-0.139 -0.800 0.340
ttt_random_ammo	20.318371 -101.991539 -119.606384	-0.361 -0.002 0.384
ttt_random_ammo	42.217842 -102.240730 -119.639488	-0.062 -0.000 0.006
ttt_random_ammo	349.475037 -100.772766 -119.667198	0.046 0.000 -0.028
ttt_random_ammo	339.539520 -114.030960 -119.634598	0.075 -0.000 -0.024
ttt_random_ammo	313.284576 43.085155 -127.607384	-0.063 0.000 -0.010
ttt_random_ammo	-187.168365 -44.686745 -247.668945	-0.046 -0.000 -0.029
ttt_random_ammo	-202.334763 -42.688934 -247.604446	-0.406 -0.002 0.439
ttt_random_ammo	-930.281738 -1255.371460 -223.629028	0.097 0.000 0.054
ttt_random_ammo	-950.023254 -1255.561646 -223.674713	0.046 0.000 -0.031
ttt_random_ammo	-1264.543091 -609.626770 -247.977844	-1.886 0.973 -3.944
ttt_random_ammo	-1241.869385 -603.049500 -247.915848	-0.542 0.525 -4.704
ttt_random_ammo	-1424.442261 -324.883362 -255.547134	-0.081 0.298 -0.181
ttt_random_ammo	-1430.401978 -353.373810 -255.596863	-0.027 0.117 -0.117
ttt_random_ammo	-1424.471436 -375.781067 -255.607849	-0.061 -0.160 0.037
ttt_random_ammo	-1764.492310 365.995178 -239.646667	0.054 0.000 -0.007
ttt_random_ammo	-1745.341919 369.614075 -239.655426	0.048 0.000 -0.019
ttt_random_ammo	-1732.208618 362.296906 -239.610794	0.403 0.002 0.435
ttt_random_ammo	-1625.541992 466.353577 -239.672165	0.046 0.000 -0.030
ttt_random_ammo	-1595.487427 457.187042 -239.545837	0.831 0.024 1.002
ttt_random_ammo	-1201.827271 539.069397 -239.657700	0.047 0.000 -0.021
ttt_random_ammo	-1221.056885 519.383789 -239.636505	0.070 0.000 0.018
ttt_random_ammo	-1245.601440 525.691223 -239.625504	0.119 0.000 0.083
ttt_random_ammo	-1060.339722 338.406677 -111.657715	0.047 0.000 -0.021
ttt_random_ammo	-1035.512329 339.852051 -111.622162	0.147 0.001 0.118
ttt_random_ammo	-904.747375 89.945999 -239.642502	0.059 0.000 0.001
ttt_random_ammo	-880.923157 90.224464 -239.640457	0.061 0.000 0.005
ttt_random_ammo	28.664122 541.849915 -111.565117	0.043 0.178 0.012
ttt_random_ammo	35.684547 554.739441 -111.610802	0.401 0.002 0.433
ttt_random_ammo	59.738197 562.911682 -111.576599	1.426 0.033 1.716
ttt_random_ammo	-156.799866 757.629028 -245.955612	0.631 0.092 -2.482
ttt_random_ammo	-163.671936 804.738892 -249.637314	-0.705 0.821 -7.852
ttt_random_ammo	-681.453064 915.976807 -239.685257	0.047 0.000 -0.036
ttt_random_ammo	-694.516663 923.634644 -239.540894	-1.118 0.028 -1.354
ttt_random_ammo	-1318.377441 982.081604 -239.648804	0.052 0.000 -0.011
ttt_random_ammo	-1341.017090 979.268555 -239.660019	0.047 0.000 -0.023
ttt_random_ammo	-974.329407 1573.123779 -253.568024	-0.552 -0.138 -1.463
ttt_random_ammo	-1003.792786 1591.786011 -252.499252	-0.003 0.484 5.749
ttt_random_ammo	-580.909912 1745.794556 -239.657745	0.046 0.000 -0.021
ttt_random_ammo	-563.641541 1746.453491 -239.614594	0.264 0.001 0.265
ttt_random_ammo	-224.439835 2199.922363 -223.664780	0.046 0.000 -0.026
ttt_random_ammo	-214.914276 2190.168945 -223.630844	0.090 0.000 0.044
ttt_random_ammo	46.453079 2188.583008 -223.605103	1.437 0.024 1.695
ttt_random_ammo	30.816902 2202.750000 -223.657715	0.047 0.000 -0.021
ttt_random_ammo	1198.743408 2228.987061 -127.661659	-0.046 -0.000 -0.025
ttt_random_ammo	1225.511597 2243.116943 -127.660034	0.047 0.000 -0.023
ttt_random_ammo	1253.391724 2211.256104 -127.657715	0.047 0.000 -0.021
ttt_random_ammo	646.234924 1570.626221 -253.639114	-0.685 -0.353 1.715
ttt_random_ammo	628.458191 1563.993774 -254.026871	-0.409 -0.430 1.990
ttt_random_ammo	616.278992 1576.981567 -254.029236	-0.108 0.016 0.537
ttt_random_ammo	945.015503 1528.429565 -223.620575	0.167 0.001 0.144
ttt_random_ammo	955.312500 1515.141113 -223.582977	1.506 0.035 1.806
ttt_random_ammo	978.391541 1481.319214 -223.633087	0.118 0.086 0.025
ttt_random_ammo	779.204529 1508.903564 -223.650970	0.050 -0.000 0.014
ttt_random_ammo	817.827393 1521.294800 -223.607742	0.609 0.005 0.687
ttt_random_ammo	1178.260864 1867.765747 -248.140823	-1.044 0.839 -2.602
ttt_random_ammo	1165.433716 1876.632202 -248.729614	-0.742 0.846 -4.759
ttt_random_ammo	1154.158081 1863.900024 -248.419662	-1.093 0.460 -1.896
ttt_random_ammo	1324.882568 1124.302734 -247.669678	0.046 0.000 -0.029
ttt_random_ammo	1348.529297 1128.163330 -247.616028	0.239 0.001 0.233
ttt_random_ammo	1494.522949 650.855835 -255.583359	-1.567 -0.543 3.346
ttt_random_ammo	1472.947510 638.106628 -256.641724	-3.146 0.474 1.162
ttt_random_ammo	799.773193 1065.888184 -255.618591	0.001 0.117 -0.109
ttt_random_ammo	825.013672 1067.534058 -255.618774	0.178 0.068 -0.133
ttt_random_ammo	294.867920 -70.207077 -247.666489	-0.046 -0.000 -0.028
ttt_random_ammo	281.726746 -75.988708 -247.612228	-0.244 -0.001 0.240
ttt_random_ammo	952.908875 -410.105225 -239.638458	0.066 0.000 0.011
ttt_random_ammo	986.520386 -413.122131 -239.618973	0.185 0.001 0.166
ttt_random_ammo	1762.906250 -230.218384 -243.133057	-5.826 1.186 -3.420
ttt_random_ammo	1747.954224 -237.101624 -243.711502	-2.980 1.011 -3.612
ttt_playerspawn	1355.101807 -1200.927246 -223.467163	-0.027 -0.000 0.027
ttt_playerspawn	1288.889771 -1201.808228 -223.486786	-0.035 -0.000 0.035
ttt_playerspawn	1227.483398 -1201.356689 -223.484207	-0.034 -0.000 0.034
ttt_playerspawn	1221.590210 -1134.271973 -223.485489	-0.034 -0.000 0.034
ttt_playerspawn	1222.234131 -1048.739014 -223.471344	-0.029 -0.000 0.029
ttt_playerspawn	1164.622437 -1041.542969 -223.448654	0.056 -0.022 0.100
ttt_playerspawn	1162.361816 -1100.746948 -223.507187	-0.043 -0.000 0.043
ttt_playerspawn	1161.329712 -1188.553589 -223.496445	-0.039 -0.000 0.039
ttt_playerspawn	1107.682007 -1179.173462 -223.461365	-0.025 -0.000 0.025
ttt_playerspawn	1104.131592 -1117.883911 -223.484207	0.034 0.000 0.034
ttt_playerspawn	1097.000610 -1057.587402 -223.510483	0.044 0.000 0.044
ttt_playerspawn	1052.513184 -1108.191162 -223.484207	0.034 0.000 0.034
ttt_playerspawn	1053.446289 -1162.671143 -223.510468	-0.044 -0.000 0.044
ttt_playerspawn	994.363220 -1155.316162 -223.486786	-0.035 -0.000 0.035
ttt_playerspawn	993.518921 -1111.020996 -223.482941	-0.033 -0.000 0.033
ttt_playerspawn	942.801819 -1111.473267 -223.496445	-0.039 -0.000 0.039
ttt_playerspawn	942.281372 -1158.135132 -223.493576	-0.038 -0.000 0.038
ttt_playerspawn	899.015198 -1162.136597 -223.473526	-0.030 -0.000 0.030
ttt_playerspawn	896.002136 -1111.956543 -223.502441	-0.041 -0.000 0.041
ttt_playerspawn	845.563843 -1106.785034 -223.490799	-0.036 -0.000 0.036
ttt_playerspawn	847.614868 -1157.053345 -223.480484	-0.032 -0.000 0.032
ttt_playerspawn	937.798584 -1210.331543 -223.446793	-0.019 -0.000 0.019
ttt_playerspawn	893.590210 -1213.657227 -223.499405	-0.040 -0.000 0.040
ttt_playerspawn	838.503967 -1214.737183 -223.500916	-0.041 -0.000 0.041
ttt_playerspawn	790.667236 -1105.218140 -223.500916	-0.041 -0.000 0.041
ttt_playerspawn	775.253967 -1154.622314 -223.475769	-0.030 -0.000 0.030
ttt_playerspawn	782.909790 -1209.695313 -223.486786	-0.035 -0.000 0.035
ttt_playerspawn	736.048645 -1209.154541 -223.513855	-0.046 -0.000 0.046
ttt_playerspawn	720.866089 -1147.875122 -223.494995	-0.038 -0.000 0.038
ttt_playerspawn	722.285767 -1094.892822 -223.512146	-0.045 -0.000 0.045
weapon_zm_shotgun	510.689148 -410.639832 -246.960403	-0.232 -8.766 -83.610
weapon_zm_shotgun	1091.516113 2249.360352 -254.089508	-0.942 4.290 97.120
weapon_zm_sledge	1105.867798 1995.854858 -256.980347	19.091 0.241 1.412
weapon_zm_sledge	1184.473633 2028.242065 -257.409546	17.760 -1.521 1.888
